ruta	tipo	key	name_es	keywords_es	aliases_es	name_de	keywords_de	aliases_de	name_en	keywords_en	aliases_en
sistema eléctrico > sistema eléctrico > Componentes del sistema de iluminación y señalización > faros antiniebla	element	electrical-system-electrical-system-electrical-system-electrical-system-electrical-system-electrical-system-components-of-the-lighting-and-signaling-system-fog-lights	faros antiniebla	faro antiniebla|faros antiniebla|antinieblas|proyector antiniebla		Nebelscheinwerfer	nebelscheinwerfer|nebellampe		fog lights	fog light|fog lamp	
sistema eléctrico > sistema eléctrico > Componentes del sistema de iluminación y señalización > Relé de intermitencia	element	electrical-system-electrical-system-electrical-system-electrical-system-electrical-system-electrical-system-components-of-the-lighting-and-signaling-system-flasher-relay	Relé de intermitencia	relé de intermitencia|relé de intermitentes|central de intermitencia|relé de destellos		Blinkerrelais	blinkerrelais|blinkgeber		Flasher relay	flasher relay|indicator relay|turn signal relay	
sistema eléctrico > sistema eléctrico > Componentes del sistema de iluminación y señalización > interruptor de luz de freno	element	electrical-system-electrical-system-electrical-system-electrical-system-electrical-system-electrical-system-components-of-the-lighting-and-signaling-system-brake-light-switch	interruptor de luz de freno	interruptor de luz de freno|interruptor de freno|contacto de luz de freno|manocontacto freno		Bremslichtschalter	bremslichtschalter		brake light switch	brake light switch	
sistema eléctrico > sistema eléctrico > Componentes del sistema de iluminación y señalización > Interruptor de advertencia de peligro	element	electrical-system-electrical-system-electrical-system-electrical-system-electrical-system-electrical-system-components-of-the-lighting-and-signaling-system-hazard-warning-switch	Interruptor de advertencia de peligro	interruptor de emergencia|botón de warning|interruptor de warning|pulsador de emergencia|interruptor luces emergencia		Warnblinkschalter	warnblinkschalter|warnblinker schalter		Hazard warning switch	hazard switch|hazard warning switch	
sistema eléctrico > sistema eléctrico > Componentes del sistema de iluminación y señalización > Luces de estacionamiento	element	electrical-system-electrical-system-electrical-system-electrical-system-electrical-system-electrical-system-components-of-the-lighting-and-signaling-system-parking-lights	Luces de estacionamiento	luz de posición|luces de estacionamiento|luz de gálibo		Standlicht	standlicht|positionsleuchte|begrenzungsleuchte		Parking lights	parking light|position light	
sistema eléctrico > sistema eléctrico > Componentes del sistema de iluminación y señalización > Luces de circulación diurna	element	electrical-system-electrical-system-electrical-system-electrical-system-electrical-system-electrical-system-components-of-the-lighting-and-signaling-system-daytime-running-lights	Luces de circulación diurna	luces diurnas|luz de circulación diurna|luces de día		Tagfahrlicht	tagfahrlicht|tagfahrleuchte		Daytime running lights	daytime running lights|running lights	
sistema eléctrico > sistema eléctrico > Componentes de la carrocería y sistema de confort > luz del maletero	element	electrical-system-electrical-system-electrical-system-electrical-system-electrical-system-electrical-system-body-components-and-comfort-system-trunk-light	luz del maletero	luz del maletero|luz de maletero|iluminación de maletero		Kofferraumbeleuchtung	kofferraumbeleuchtung|kofferraumleuchte		trunk light	trunk light|boot light	
sistema eléctrico > sistema eléctrico > Componentes de la carrocería y sistema de confort > Iluminación interior	element	electrical-system-electrical-system-electrical-system-electrical-system-electrical-system-electrical-system-body-components-and-comfort-system-interior-lighting	Iluminación interior	iluminación interior|luz interior|plafón interior|luz de techo		Innenraumbeleuchtung	innenraumbeleuchtung|innenleuchte|leseleuchte		Interior lighting	interior lighting|interior light|dome light	
sistema eléctrico > sistema eléctrico > Componentes del sistema de encendido > Unidad de control de bujías incandescentes	element	electrical-system-electrical-system-electrical-system-electrical-system-electrical-system-electrical-system-components-of-the-ignition-system-glow-plug-control-unit	Unidad de control de bujías incandescentes	relé de calentadores|unidad de control de calentadores|centralita de calentadores|rele precalentamiento		Glühkerzen-Steuergerät	glühkerzen steuergerät|glührelais|vorglührelais|glühzeitsteuergerät		Glow plug control unit	glow plug control unit|glow plug relay	
sistema eléctrico > sistema eléctrico > Componentes del sistema de lubricación > Interruptor de presión de aceite	element	electrical-system-electrical-system-electrical-system-electrical-system-electrical-system-electrical-system-components-of-the-lubrication-system-oil-pressure-switch	Interruptor de presión de aceite	interruptor de presión de aceite|manocontacto de aceite|bulbo de aceite|presostato de aceite		Öldruckschalter	öldruckschalter|öldruckgeber|öldrucksensor		Oil pressure switch	oil pressure switch|oil pressure sender	
sistema eléctrico > Unidades de control, sensores, relés > Componentes de refrigeración > sensor de temperatura	element	electrical-system-electrical-system-control-units-sensors-relays-electrical-system-electrical-system-control-units-sensors-relays-cooling-components-temperature-sensor	sensor de temperatura	sensor de temperatura|sonda de temperatura		Temperatursensor	temperatursensor|temperaturgeber		temperature sensor	temperature sensor	
sistema eléctrico > Unidades de control, sensores, relés > Componentes de refrigeración > Sensor de temperatura del refrigerante	element	electrical-system-electrical-system-control-units-sensors-relays-electrical-system-electrical-system-control-units-sensors-relays-cooling-components-coolant-temperature-sensor	Sensor de temperatura del refrigerante	sensor de temperatura del refrigerante|sensor temperatura refrigerante|sonda de temperatura agua|termocontacto		Kühlmitteltemperatursensor	kühlmitteltemperatursensor|kühlmittelsensor|temperaturgeber kühlmittel		Coolant temperature sensor	coolant temperature sensor|coolant temp sensor	
sistema eléctrico > Unidades de control, sensores, relés > Componentes del freno > Sensor ABS	element	electrical-system-electrical-system-control-units-sensors-relays-electrical-system-electrical-system-control-units-sensors-relays-brake-components-abs-sensor	Sensor ABS	sensor abs|sensor de rueda abs|captador abs|sensor de revoluciones rueda			abs sensor|raddrehzahlsensor|drehzahlsensor rad		ABS sensor	abs sensor|wheel speed sensor	
sistema eléctrico > Unidades de control, sensores, relés > Componentes del freno > Indicador de desgaste de frenos	element	electrical-system-electrical-system-control-units-sensors-relays-electrical-system-electrical-system-control-units-sensors-relays-brake-components-brake-wear-indicator	Indicador de desgaste de frenos	indicador de desgaste|sensor de desgaste|contacto de desgaste|testigo de pastillas|avisador de pastillas		Bremsverschleißanzeige	bremsverschleißanzeige|verschleißanzeige|warnkontakt bremsbelag|verschleißsensor		Brake wear indicator	brake wear indicator|brake wear sensor|pad wear sensor	
sistema eléctrico > Unidades de control, sensores, relés > Componentes del freno > interruptor de luz de freno	element	electrical-system-electrical-system-control-units-sensors-relays-electrical-system-electrical-system-control-units-sensors-relays-brake-components-brake-light-switch	interruptor de luz de freno	interruptor de luz de freno|interruptor de freno|contacto de luz de freno|manocontacto freno		Bremslichtschalter	bremslichtschalter		brake light switch	brake light switch	
sistema eléctrico > Unidades de control, sensores, relés > Componentes del freno > Relé, ABS	element	electrical-system-electrical-system-control-units-sensors-relays-electrical-system-electrical-system-control-units-sensors-relays-brake-components-relay-abs	Relé, ABS	relé abs		Relais, ABS	abs relais|relais abs		Relay, ABS	abs relay	
sistema eléctrico > Unidades de control, sensores, relés > Componentes del freno > Unidad de control, dinámica de frenado/conducción	element	electrical-system-electrical-system-control-units-sensors-relays-electrical-system-electrical-system-control-units-sensors-relays-brake-components-control-unit-brake-driving-dynamics	Unidad de control, dinámica de frenado/conducción	unidad de control dinámica de frenado conducción		Steuergerät, Brems- / Fahrdynamik	steuergerät brems- fahrdynamik		Control unit, brake/driving dynamics	control unit brake driving dynamics	
sistema eléctrico > Unidades de control, sensores, relés > Componentes del sistema de encendido > Unidad de control de bujías incandescentes	element	electrical-system-electrical-system-control-units-sensors-relays-electrical-system-electrical-system-control-units-sensors-relays-components-of-the-ignition-system-glow-plug-control-unit	Unidad de control de bujías incandescentes	relé de calentadores|unidad de control de calentadores|centralita de calentadores|rele precalentamiento		Glühkerzen-Steuergerät	glühkerzen steuergerät|glührelais|vorglührelais|glühzeitsteuergerät		Glow plug control unit	glow plug control unit|glow plug relay	
sistema eléctrico > Unidades de control, sensores, relés > Componentes del sistema de lubricación > Interruptor de presión de aceite	element	electrical-system-electrical-system-control-units-sensors-relays-electrical-system-electrical-system-control-units-sensors-relays-components-of-the-lubrication-system-oil-pressure-switch	Interruptor de presión de aceite	interruptor de presión de aceite|manocontacto de aceite|bulbo de aceite|presostato de aceite		Öldruckschalter	öldruckschalter|öldruckgeber|öldrucksensor		Oil pressure switch	oil pressure switch|oil pressure sender	
sistema eléctrico > Unidades de control, sensores, relés > Alternadores y componentes relacionados > regulador del alternador	element	electrical-system-electrical-system-control-units-sensors-relays-electrical-system-electrical-system-control-units-sensors-relays-alternators-and-related-components-alternator-regulator	regulador del alternador	regulador del alternador|regulador de tensión|regulador de voltaje		Lichtmaschinenregler	lichtmaschinenregler|generatorregler|spannungsregler		alternator regulator	alternator regulator|voltage regulator	
sistema eléctrico > Unidades de control, sensores, relés > Componentes del sistema de iluminación y señalización > Relé de intermitencia	element	electrical-system-electrical-system-control-units-sensors-relays-electrical-system-electrical-system-control-units-sensors-relays-components-of-the-lighting-and-signaling-system-flasher-relay	Relé de intermitencia	relé de intermitencia|relé de intermitentes|central de intermitencia|relé de destellos		Blinkerrelais	blinkerrelais|blinkgeber		Flasher relay	flasher relay|indicator relay|turn signal relay	
sistema eléctrico > Unidades de control, sensores, relés > Componentes del sistema de iluminación y señalización > Interruptor de advertencia de peligro	element	electrical-system-electrical-system-control-units-sensors-relays-electrical-system-electrical-system-control-units-sensors-relays-components-of-the-lighting-and-signaling-system-hazard-warning-switch	Interruptor de advertencia de peligro	interruptor de emergencia|botón de warning|interruptor de warning|pulsador de emergencia|interruptor luces emergencia		Warnblinkschalter	warnblinkschalter|warnblinker schalter		Hazard warning switch	hazard switch|hazard warning switch	
sistema eléctrico > Unidades de control, sensores, relés > Componentes eléctricos > Relé multifuncional	element	electrical-system-electrical-system-control-units-sensors-relays-electrical-system-electrical-system-control-units-sensors-relays-electrical-components-multifunctional-relay	Relé multifuncional	relé multifunción|relé multifuncional		Multifunktionsrelais	multifunktionsrelais		Multifunctional relay	multifunction relay	
sistema eléctrico > Unidades de control, sensores, relés > Motor de arranque y componentes asociados > Solenoide de arranque	element	electrical-system-electrical-system-control-units-sensors-relays-electrical-system-electrical-system-control-units-sensors-relays-starter-motor-and-associated-components-starter-solenoid	Solenoide de arranque	solenoide de arranque|relé de arranque|automático de arranque|contactor de arranque		Magnetschalter Anlasser	magnetschalter anlasser|anlasser magnetschalter|starterrelais		Starter solenoid	starter solenoid	
sistema eléctrico > Kits de reparación > Componentes eléctricos > Alternador, repuestos	element	electrical-system-electrical-system-repair-kits-electrical-system-electrical-system-repair-kits-electrical-components-alternator-spare-parts	Alternador, repuestos	alternador|dinamo|generador|alternador coche		Lichtmaschine, Ersatzteile	lichtmaschine|generator|lima		Alternator, spare parts	alternator|generator	
sistema eléctrico > Kits de reparación > Componentes eléctricos > Piezas de arranque	element	electrical-system-electrical-system-repair-kits-electrical-system-electrical-system-repair-kits-electrical-components-starter-parts	Piezas de arranque	piezas de arranque		Starter Einzelteile	starter einzelteile		Starter parts	starter parts	
Chasis y dirección > gobierno > Extremos de barra de acoplamiento y componentes asociados > extremo de la barra de acoplamiento	element	chassis-and-steering-chassis-and-steering-steering-chassis-and-steering-chassis-and-steering-steering-tie-rod-ends-and-associated-components-tie-rod-end	extremo de la barra de acoplamiento	rótula de dirección|terminal de dirección|rótula axial exterior|extremo de barra de dirección		Spurstangenkopf	spurstangenkopf|spurstangengelenk|axialgelenk aussen		tie rod end	tie rod end|track rod end	
Chasis y dirección > gobierno > Barras de acoplamiento, barras de dirección y componentes relacionados > barra de acoplamiento	element	chassis-and-steering-chassis-and-steering-steering-chassis-and-steering-chassis-and-steering-steering-tie-rods-steering-rods-and-related-components-tie-rod	barra de acoplamiento	bieleta estabilizadora|bieleta de estabilizadora|enlace de estabilizadora|tirante estabilizador		Spurstange	koppelstange|pendelstütze|stabilenker|stabistrebe		tie rod	stabilizer link|sway bar link|drop link	
Chasis y dirección > gobierno > Barras de acoplamiento, barras de dirección y componentes relacionados > Articulación axial	element	chassis-and-steering-chassis-and-steering-steering-chassis-and-steering-chassis-and-steering-steering-tie-rods-steering-rods-and-related-components-axial-joint	Articulación axial	rótula axial|articulación axial|barra axial|rótula interior dirección		Axialgelenk	axialgelenk|axialstange|innerer spurstangenkopf		Axial joint	axial joint|inner tie rod	
Chasis y dirección > gobierno > Barras de acoplamiento, barras de dirección y componentes relacionados > manillar	element	chassis-and-steering-chassis-and-steering-steering-chassis-and-steering-chassis-and-steering-steering-tie-rods-steering-rods-and-related-components-handlebar	manillar	manillar		Lenkstange	lenkstange		handlebar	handlebar	
Chasis y dirección > gobierno > Bombas de dirección asistida y componentes relacionados > bomba de dirección asistida	element	chassis-and-steering-chassis-and-steering-steering-chassis-and-steering-chassis-and-steering-steering-power-steering-pumps-and-related-components-power-steering-pump	bomba de dirección asistida	bomba de dirección asistida|bomba de servodirección|bomba servo|bomba hidráulica dirección		Servopumpe	servopumpe|lenkhilfepumpe|servolenkungspumpe		power steering pump	power steering pump	
Chasis y dirección > gobierno > Bombas de dirección asistida y componentes relacionados > Dirección con filtro hidráulico	element	chassis-and-steering-chassis-and-steering-steering-chassis-and-steering-chassis-and-steering-steering-power-steering-pumps-and-related-components-hydraulic-filter-steering	Dirección con filtro hidráulico	dirección con filtro hidráulico		Hydraulikfilter Lenkung	hydraulikfilter lenkung		Hydraulic filter steering	hydraulic filter steering	
Chasis y dirección > gobierno > Componentes de dirección > Kit de reparación, mecanismo de dirección	element	chassis-and-steering-chassis-and-steering-steering-chassis-and-steering-chassis-and-steering-steering-steering-components-repair-kit-steering-gear	Kit de reparación, mecanismo de dirección	kit de reparación de caja de dirección|reparacion cremallera de dirección|kit reparacion direccion		Reparatursatz, Lenkgetriebe	reparatursatz lenkgetriebe|lenkgetriebe reparatursatz		Repair kit, steering gear	steering gear repair kit|steering rack repair kit	
Chasis y dirección > Enganche de remolque y accesorios > Enganches de remolque y componentes relacionados > Barra de remolque	element	chassis-and-steering-chassis-and-steering-towbar-and-accessories-chassis-and-steering-chassis-and-steering-towbar-and-accessories-trailer-hitches-and-related-components-towbar	Barra de remolque	enganche de remolque|bola de remolque|gancho de remolque|barra de remolque		Anhängerkupplung	anhängerkupplung|anhängevorrichtung|kugelkopf anhänger		Towbar	towbar|tow hitch|trailer hitch	
Chasis y dirección > Almacenamiento > Piezas de suspensión > cojinete de rueda	element	chassis-and-steering-chassis-and-steering-storage-chassis-and-steering-chassis-and-steering-storage-suspension-parts-wheel-bearing	cojinete de rueda	rodamiento de rueda|cojinete de rueda|rodamiento de buje|rodamiento de maza		Radlager	radlager|radlagersatz		wheel bearing	wheel bearing	
Suspensión > Suspensión de ruedas y manillar > Elementos de amortiguación > ballesta	element	suspension-suspension-wheel-suspension-handlebars-suspension-suspension-wheel-suspension-handlebars-damping-elements-leaf-spring	ballesta	ballesta|ballestas|hoja de ballesta|paquete de ballestas		Blattfeder	blattfeder|blattfedern		leaf spring	leaf spring|leaf springs	
Chasis y dirección > Almacenamiento > Piezas de suspensión > Cojinete central, eje cardán	element	chassis-and-steering-chassis-and-steering-storage-chassis-and-steering-chassis-and-steering-storage-suspension-parts-center-bearing-cardan-shaft	Cojinete central, eje cardán	cojinete central de transmisión|soporte central de cardán|rodamiento central transmisión		Mittellager, Kardanwelle	mittellager kardanwelle|hardy mittellager|mittellager gelenkwelle		Center bearing, cardan shaft	center bearing driveshaft|carrier bearing	
Chasis y dirección > Almacenamiento > Piezas de suspensión > Sello del eje, cubo de la rueda	element	chassis-and-steering-chassis-and-steering-storage-chassis-and-steering-chassis-and-steering-storage-suspension-parts-shaft-seal-wheel-hub	Sello del eje, cubo de la rueda	sello del eje cubo de la rueda		Wellendichtring, Radnabe	wellendichtring radnabe		Shaft seal, wheel hub	shaft seal wheel hub	
Chasis y dirección > Almacenamiento > Piezas del embrague > Cojinete de liberación	element	chassis-and-steering-chassis-and-steering-storage-chassis-and-steering-chassis-and-steering-storage-clutch-parts-release-bearing	Cojinete de liberación	cojinete de embrague|collarín de embrague|rodamiento de empuje|cojinete de empuje		Ausrücklager	ausrücklager|kupplungsausrücklager		Release bearing	release bearing|clutch release bearing|throwout bearing	
Chasis y dirección > Almacenamiento > Piezas del motor > Cojinetes de biela	element	chassis-and-steering-chassis-and-steering-storage-chassis-and-steering-chassis-and-steering-storage-engine-parts-connecting-rod-bearings	Cojinetes de biela	cojinete de biela|casquillo de biela|semicojinete de biela|metales de biela		Pleuellager	pleuellager|pleuellagerschalen		Connecting rod bearings	connecting rod bearing|rod bearing	
Chasis y dirección > Almacenamiento > Piezas del motor > Cojinetes del cigüeñal	element	chassis-and-steering-chassis-and-steering-storage-chassis-and-steering-chassis-and-steering-storage-engine-parts-crankshaft-bearings	Cojinetes del cigüeñal	cojinete de bancada|cojinete de cigüeñal|casquillo de bancada|metales de bancada		Kurbelwellenlager	kurbelwellenlager|hauptlager|kurbelwellenlagerschalen		Crankshaft bearings	crankshaft bearing|main bearing	
Chasis y dirección > Kits de reparación > Componentes del sistema de dirección > Kit de reparación, mecanismo de dirección	element	chassis-and-steering-chassis-and-steering-repair-kits-chassis-and-steering-chassis-and-steering-repair-kits-components-of-the-steering-system-repair-kit-steering-gear	Kit de reparación, mecanismo de dirección	kit de reparación de caja de dirección|reparacion cremallera de dirección|kit reparacion direccion		Reparatursatz, Lenkgetriebe	reparatursatz lenkgetriebe|lenkgetriebe reparatursatz		Repair kit, steering gear	steering gear repair kit|steering rack repair kit	
Suspensión > Suspensión de ruedas y manillar > Cojinetes de rueda y componentes relacionados > cubo de rueda	element	suspension-suspension-wheel-suspension-handlebars-suspension-suspension-wheel-suspension-handlebars-wheel-bearings-and-related-components-wheel-hub	cubo de rueda	buje de rueda|maza de rueda|cubo de rueda|mangueta con buje		Radnabe	radnabe|radnabe mit lager|radlagergehäuse		wheel hub	wheel hub|wheel hub assembly	
Suspensión > Suspensión de ruedas y manillar > Cojinetes de rueda y componentes relacionados > cojinete de rueda	element	suspension-suspension-wheel-suspension-handlebars-suspension-suspension-wheel-suspension-handlebars-wheel-bearings-and-related-components-wheel-bearing	cojinete de rueda	rodamiento de rueda|cojinete de rueda|rodamiento de buje|rodamiento de maza		Radlager	radlager|radlagersatz		wheel bearing	wheel bearing	
Suspensión > Suspensión de ruedas y manillar > Cojinetes de rueda y componentes relacionados > Sello del eje, cubo de la rueda	element	suspension-suspension-wheel-suspension-handlebars-suspension-suspension-wheel-suspension-handlebars-wheel-bearings-and-related-components-shaft-seal-wheel-hub	Sello del eje, cubo de la rueda	sello del eje cubo de la rueda		Wellendichtring, Radnabe	wellendichtring radnabe		Shaft seal, wheel hub	shaft seal wheel hub	
Suspensión > Suspensión de ruedas y manillar > Cojinetes de rueda y componentes relacionados > Enlace estabilizador	element	suspension-suspension-wheel-suspension-handlebars-suspension-suspension-wheel-suspension-handlebars-wheel-bearings-and-related-components-stabilizer-link	Enlace estabilizador	bieleta estabilizadora|bieleta de estabilizadora|enlace de estabilizadora|tirante estabilizador		Koppelstange	koppelstange|pendelstütze|stabilenker|stabistrebe		Stabilizer link	stabilizer link|sway bar link|drop link	
Suspensión > Suspensión de ruedas y manillar > Cojinetes de rueda y componentes relacionados > Cauchos estabilizadores	element	suspension-suspension-wheel-suspension-handlebars-suspension-suspension-wheel-suspension-handlebars-wheel-bearings-and-related-components-stabilizing-rubbers	Cauchos estabilizadores	gomas de estabilizadora|casquillos de estabilizadora|silentblock de estabilizadora|caucho estabilizadora		Stabilgummis	stabigummis|stabilisator gummilager|stabilisatorlager|stabilager		Stabilizing rubbers	stabilizer bushings|sway bar bushings	
Suspensión > Suspensión de ruedas y manillar > Cojinetes de rueda y componentes relacionados > estabilizador	element	suspension-suspension-wheel-suspension-handlebars-suspension-suspension-wheel-suspension-handlebars-wheel-bearings-and-related-components-stabilizer	estabilizador	estabilizador|barra estabilizadora		Stabilisator	stabilisator		stabilizer	stabilizer|sway bar	
Suspensión > Suspensión de ruedas y manillar > Cojinetes de rueda y componentes relacionados > Soporte, cojinete estabilizador	element	suspension-suspension-wheel-suspension-handlebars-suspension-suspension-wheel-suspension-handlebars-wheel-bearings-and-related-components-bracket-stabilizer-bearing	Soporte, cojinete estabilizador	soporte de estabilizadora|abrazadera de estabilizadora|brida estabilizadora		Halter, Stabilisatorlagerung	stabilisator halter|haltebügel stabilisator|halter stabilisatorlagerung		Bracket, stabilizer bearing	stabilizer bracket|sway bar bracket	
Suspensión > Suspensión de ruedas y manillar > Cojinetes de rueda y componentes relacionados > Cojinete del brazo de control	element	suspension-suspension-wheel-suspension-handlebars-suspension-suspension-wheel-suspension-handlebars-wheel-bearings-and-related-components-control-arm-bearing	Cojinete del brazo de control	silentblock de brazo|casquillo de brazo de control|goma de trapecio|buje de trapecio		Querlenkerlager	querlenkerlager|querlenker buchse|lagerbuchse querlenker|querlenkergummi		Control arm bearing	control arm bushing|wishbone bush	
Suspensión > Suspensión de ruedas y manillar > Cojinetes de rueda y componentes relacionados > Kit de reparación, brazo de control	element	suspension-suspension-wheel-suspension-handlebars-suspension-suspension-wheel-suspension-handlebars-wheel-bearings-and-related-components-repair-kit-control-arm	Kit de reparación, brazo de control	kit de reparación de brazo|kit brazo de suspensión|reparacion trapecio		Reparatursatz, Querlenker	reparatursatz querlenker|querlenker reparatursatz		Repair kit, control arm	control arm repair kit	
Suspensión > Suspensión de ruedas y manillar > Cojinetes de rueda y componentes relacionados > Kit de montaje, manillar	element	suspension-suspension-wheel-suspension-handlebars-suspension-suspension-wheel-suspension-handlebars-wheel-bearings-and-related-components-mounting-kit-handlebars	Kit de montaje, manillar	kit de montaje de brazo|kit silentblocks brazo|kit montaje trapecio		Montagesatz, Lenker	montagesatz querlenker|montagesatz lenker		Mounting kit, handlebars	control arm mounting kit	
Suspensión > Suspensión de ruedas y manillar > Rótulas y componentes relacionados > Rótula	element	suspension-suspension-wheel-suspension-handlebars-suspension-suspension-wheel-suspension-handlebars-ball-joints-and-related-components-ball-joint	Rótula	rótula|rótula de suspensión|rótula inferior|rótula de brazo		Traggelenk	traggelenk|kugelgelenk|führungsgelenk		Ball joint	ball joint|suspension ball joint	
Suspensión > Suspensión de ruedas y manillar > Componentes de dirección > extremo de la barra de acoplamiento	element	suspension-suspension-wheel-suspension-handlebars-suspension-suspension-wheel-suspension-handlebars-steering-components-tie-rod-end	extremo de la barra de acoplamiento	rótula de dirección|terminal de dirección|rótula axial exterior|extremo de barra de dirección		Spurstangenkopf	spurstangenkopf|spurstangengelenk|axialgelenk aussen		tie rod end	tie rod end|track rod end	
Suspensión > Suspensión de ruedas y manillar > Componentes de dirección > Articulación axial	element	suspension-suspension-wheel-suspension-handlebars-suspension-suspension-wheel-suspension-handlebars-steering-components-axial-joint	Articulación axial	rótula axial|articulación axial|barra axial|rótula interior dirección		Axialgelenk	axialgelenk|axialstange|innerer spurstangenkopf		Axial joint	axial joint|inner tie rod	
Suspensión > Suspensión de ruedas y manillar > Piezas de montaje de ruedas > Pernos y tuercas de rueda	element	suspension-suspension-wheel-suspension-handlebars-suspension-suspension-wheel-suspension-handlebars-wheel-mounting-parts-wheel-bolts-and-wheel-nuts	Pernos y tuercas de rueda	tornillos de rueda|tuercas de rueda|bulones de rueda|espárragos de rueda		Radschrauben und Radmuttern	radschrauben|radmuttern|radbolzen		Wheel bolts and wheel nuts	wheel bolts|wheel nuts|lug nuts	
Suspensión > Suspensión de ruedas y manillar > Soportes de motor y transmisión > soportes del motor	element	suspension-suspension-wheel-suspension-handlebars-suspension-suspension-wheel-suspension-handlebars-engine-and-transmission-mounts-engine-mounts	soportes del motor	soporte de motor|taco de motor|silentblock de motor|soporte de motor coche		Motorlager	motorlager|motorhalter|motoraufhängung		engine mounts	engine mount|motor mount|engine mounting	
Suspensión > Suspensión de ruedas y manillar > Soportes de motor y transmisión > cojinete de caja de cambios	element	suspension-suspension-wheel-suspension-handlebars-suspension-suspension-wheel-suspension-handlebars-engine-and-transmission-mounts-gearbox-bearing	cojinete de caja de cambios	cojinete de caja de cambios		Getriebelager	getriebelager		gearbox bearing	gearbox bearing	
Suspensión > Suspensión de ruedas y manillar > Cuerpo del eje y componentes asociados > cuerpo del eje	element	suspension-suspension-wheel-suspension-handlebars-suspension-suspension-wheel-suspension-handlebars-axle-body-and-associated-components-axle-body	cuerpo del eje	cuerpo del eje|travesaño del eje|cuna de motor|puente delantero|bastidor auxiliar		Achskörper	achskörper|achsträger|fahrschemel|hilfsrahmen		axle body	axle body|axle carrier|subframe|axle crossmember	
Suspensión > Suspensión de ruedas y manillar > Cuerpo del eje y componentes asociados > portaejes	element	suspension-suspension-wheel-suspension-handlebars-suspension-suspension-wheel-suspension-handlebars-axle-body-and-associated-components-axle-carrier	portaejes	cuerpo del eje|travesaño del eje|cuna de motor|puente delantero|bastidor auxiliar		Achsträger	achskörper|achsträger|fahrschemel|hilfsrahmen		axle carrier	axle body|axle carrier|subframe|axle crossmember	
Suspensión > Suspensión de ruedas y manillar > Componentes del sistema ABS > Sensor ABS	element	suspension-suspension-wheel-suspension-handlebars-suspension-suspension-wheel-suspension-handlebars-abs-system-components-abs-sensor	Sensor ABS	sensor abs|sensor de rueda abs|captador abs|sensor de revoluciones rueda			abs sensor|raddrehzahlsensor|drehzahlsensor rad		ABS sensor	abs sensor|wheel speed sensor	
Suspensión > Suspensión de ruedas y manillar > Elementos de amortiguación > Kit de cubierta antipolvo de amortiguador y tope de impacto	element	suspension-suspension-wheel-suspension-handlebars-suspension-suspension-wheel-suspension-handlebars-damping-elements-shock-absorber-dust-cover-kit-and-bump-stop	Kit de cubierta antipolvo de amortiguador y tope de impacto	fuelle de amortiguador|tope de amortiguador|kit guardapolvo amortiguador|topes de suspensión		Stoßdämpfer Staubschutzsatz und Anschlagpuffer	staubschutzsatz stoßdämpfer|anschlagpuffer|faltenbalg stoßdämpfer|staubmanschette stoßdämpfer		Shock absorber dust cover kit and bump stop	shock absorber dust cover|bump stop|bump stop kit	
Suspensión > Suspensión de ruedas y manillar > Elementos de amortiguación > Cojinetes, amortiguadores	element	suspension-suspension-wheel-suspension-handlebars-suspension-suspension-wheel-suspension-handlebars-damping-elements-bearings-shock-absorbers	Cojinetes, amortiguadores	soporte de amortiguador|copela de amortiguador|cojinete de amortiguador|torreta de amortiguador|silentblock amortiguador		Lagerung, Stoßdämpfer	domlager|stoßdämpferlager|federbeinstützlager|stützlager		Bearings, shock absorbers	shock absorber mount|strut mount|strut top mount	
Suspensión > Suspensión de ruedas y manillar > Elementos de amortiguación > Soporte de amortiguador	element	suspension-suspension-wheel-suspension-handlebars-suspension-suspension-wheel-suspension-handlebars-damping-elements-shock-absorber-mount	Soporte de amortiguador	soporte de amortiguador|copela de amortiguador|cojinete de amortiguador|torreta de amortiguador|silentblock amortiguador		Stoßdämpfer Halterung	domlager|stoßdämpferlager|federbeinstützlager|stützlager		Shock absorber mount	shock absorber mount|strut mount|strut top mount	
Suspensión > Suspensión de ruedas y manillar > Muñón de dirección y componentes asociados > piedra angular	element	suspension-suspension-wheel-suspension-handlebars-suspension-suspension-wheel-suspension-handlebars-steering-knuckle-and-associated-components-kingpin	piedra angular	pivote de mangueta|perno de mangueta|pivote maestro|bulón de mangueta		Achsschenkelbolzen	achsschenkelbolzen|königsbolzen		kingpin	kingpin|steering knuckle pin	
Suspensión > Suspensión de ruedas y manillar > Muñón de dirección y componentes asociados > Buje, pivote central	element	suspension-suspension-wheel-suspension-handlebars-suspension-suspension-wheel-suspension-handlebars-steering-knuckle-and-associated-components-bushing-kingpin	Buje, pivote central	casquillo de mangueta|buje de pivote|casquillo pivote mangueta		Buchse, Achsschenkelbolzen	achsschenkelbolzen buchse|königsbolzen buchse|buchse achsschenkelbolzen		Bushing, kingpin	kingpin bushing|steering knuckle bushing	
